symbol	desc	logFC	adj.P.Val	B
 MSH5-SAPCD1 	 MSH5-SAPCD1 readthrough (NMD candidate) 	-0.0814737461	0.7034331877	-6.8007687603
 MSH6 	 mutS homolog 6 	0.0822117823	0.658777606	-6.7304472156
 MSI1 	 musashi RNA-binding protein 1 	-0.2173674879	0.2522507625	-5.3457463491
 MSI2 	 musashi RNA-binding protein 2 	-0.1101857534	0.4888757314	-6.3601062281
 MSL1 	 male-specific lethal 1 homolog (Drosophila) 	0.2664658088	0.2510390635	-5.3384794393
 MSL2 	 male-specific lethal 2 homolog (Drosophila) 	0.3602398196	0.0609839857	-2.8326895607
 MSL3 	 male-specific lethal 3 homolog (Drosophila) 	0.7818447476	0.0181791201	-0.5765785544
 MSL3P1 	 male-specific lethal 3 homolog (Drosophila) pseudogene 1 	0.5553122	0.0803711036	-3.3352159132
 MSLN 	 mesothelin 	-0.0281148236	0.9360270229	-7.0246538965
 MSLNL 	 mesothelin-like 	-0.2502707626	0.2336540736	-5.2204496393
 MSMB 	 microseminoprotein, beta- 	-0.1545980115	0.4330662467	-6.189733171
 MSMO1 	 methylsterol monooxygenase 1 	-0.4451754211	0.2969391613	-5.6108076348
 MSN 	 moesin 	0.3027978924	0.080827775	-3.3452070785
 MSR1 	 macrophage scavenger receptor 1 	0.7227168573	0.1565373791	-4.513505405
 MSRA 	 methionine sulfoxide reductase A 	-0.8520337621	0.0369645887	-1.9073718488
 MSRB1 	 methionine sulfoxide reductase B1 	-0.4711211568	0.1521295898	-4.4616189315
 MSRB2 	 methionine sulfoxide reductase B2 	-0.128573358	0.5635642728	-6.544635001
 MSRB3 	 methionine sulfoxide reductase B3 	-0.5430795618	0.2091770562	-5.0340897863
 MSS51 	 MSS51 mitochondrial translational activator 	-0.1356201848	0.5832589903	-6.5877463764
 MST1 	 macrophage stimulating 1 (hepatocyte growth factor-like) 	-0.7885307083	0.013782877	-0.0860946231
 MST1 	 macrophage stimulating 1 (hepatocyte growth factor-like) 	-0.8393560098	0.1530809545	-4.4764604886
 MST1L 	 macrophage stimulating 1-like 	-0.8577057814	0.0129051431	0.035515215
 MST1R 	 macrophage stimulating 1 receptor (c-met-related tyrosine kinase) 	0.0626183082	0.753483392	-6.8688518887
 MST4 	 serine	0.596385121	0.0172911454	-0.4874690917
 MSTN 	 myostatin 	-0.4385314385	0.3714171835	-5.9630424885
 MSTO1 	 misato 1, mitochondrial distribution and morphology regulator 	0.4026128453	0.1179661513	-4.0111006897
 MSTO1 	 misato 1, mitochondrial distribution and morphology regulator 	0.3301412681	0.2575776534	-5.3804306098
 MSX1 	 msh homeobox 1 	-0.2321299552	0.3220656099	-5.7427687529
 MSX2 	 msh homeobox 2 	-0.0505716051	0.7937122572	-6.9162986907
 MSX2P1 	 msh homeobox 2 pseudogene 1 	0.2085184356	0.2667326835	-5.4382902296
 MT-RNR1 	 mitochondrially encoded 12S RNA 	-0.0903050457	0.546614584	-6.5050755841
 MT-RNR1 	 mitochondrially encoded 12S RNA 	-0.0903050457	0.546614584	-6.5050755841
 MT-RNR1 	 mitochondrially encoded 12S RNA 	-0.0866882403	0.5629156208	-6.5432587187
 MT-RNR1 	 mitochondrially encoded 12S RNA 	-0.0974924352	0.569993622	-6.558795004
 MT-TA 	 mitochondrially encoded tRNA alanine 	-0.8383681957	0.0141404688	-0.1458657361
 MT-TA 	 mitochondrially encoded tRNA alanine 	-0.8383681957	0.0141404688	-0.1458657361
 MT-TA 	 mitochondrially encoded tRNA alanine 	-0.8383681957	0.0141404688	-0.1458657361
 MT-TC 	 mitochondrially encoded tRNA cysteine 	-1.422892506	0.0225456851	-0.9600997754
 MT-TD 	 mitochondrially encoded tRNA aspartic acid 	-2.8333960661	0.0314476575	-1.6038105655
 MT-TD 	 mitochondrially encoded tRNA aspartic acid 	-2.8257145994	0.0320081779	-1.634558509
 MT-TE 	 mitochondrially encoded tRNA glutamic acid 	-1.3919985169	0.0262885057	-1.2518062063
 MT-TE 	 mitochondrially encoded tRNA glutamic acid 	-1.3919985169	0.0262885057	-1.2518062063
 MT-TF 	 mitochondrially encoded tRNA phenylalanine 	-0.3704157549	0.0663666851	-2.9844416989
 MT-TG 	 mitochondrially encoded tRNA glycine 	-2.300353612	0.0374588789	-1.9347773469
 MT-TH 	 mitochondrially encoded tRNA histidine 	-1.3104957024	0.0163280096	-0.3762324356
 MT-TK 	 mitochondrially encoded tRNA lysine 	-1.5565688732	0.0336657627	-1.7259118608
 MT-TK 	 mitochondrially encoded tRNA lysine 	-1.5565688732	0.0336657627	-1.7259118608
 MT-TK 	 mitochondrially encoded tRNA lysine 	-1.3977465127	0.0379233595	-1.9636797097
 MT-TL2 	 mitochondrially encoded tRNA leucine 2 (CUN) 	-1.4294050529	0.0296337158	-1.4939643425
 MT-TM 	 mitochondrially encoded tRNA methionine 	-1.2333736227	0.011712078	0.1833275444
 MT-TM 	 mitochondrially encoded tRNA methionine 	-1.1401543486	0.0139338862	-0.1020221353
 MT-TN 	 mitochondrially encoded tRNA asparagine 	-1.5138822971	0.0068090623	1.0730264078
 MT-TN 	 mitochondrially encoded tRNA asparagine 	-1.5138822971	0.0068090623	1.0730264078
 MT-TP 	 mitochondrially encoded tRNA proline 	-1.3209915157	0.0297848149	-1.5034061658
 MT-TQ 	 mitochondrially encoded tRNA glutamine 	-0.7235298875	0.0070488745	1.0150012372
 MT-TQ 	 mitochondrially encoded tRNA glutamine 	-0.7235298875	0.0070488745	1.0150012372
 MT-TS1 	 mitochondrially encoded tRNA serine 1 (UCN) 	-1.6809439472	0.0221227652	-0.9279914644
 MT-TS1 	 mitochondrially encoded tRNA serine 1 (UCN) 	-1.6809439472	0.0221227652	-0.9279914644
 MT-TS2 	 mitochondrially encoded tRNA serine 2 (AGU	-1.3228499853	0.0570032903	-2.7120787463
 MT-TT 	 mitochondrially encoded tRNA threonine 	-2.609486387	0.1046396577	-3.7946464441
 MT-TV 	 mitochondrially encoded tRNA valine 	-0.5420304619	0.0385935247	-1.9997872361
 MT-TV 	 mitochondrially encoded tRNA valine 	-0.6402333564	0.0412547839	-2.1293574249
 MT-TV 	 mitochondrially encoded tRNA valine 	-0.6215865224	0.0491877332	-2.447156805
 MT-TW 	 mitochondrially encoded tRNA tryptophan 	-1.6452819404	0.0504716448	-2.4908667263
 MT-TY 	 mitochondrially encoded tRNA tyrosine 	-1.6804452625	0.0197597827	-0.7235088982
 MT1A 	 metallothionein 1A 	-0.0580584983	0.8142926064	-6.938009003
 MT1B 	 metallothionein 1B 	-0.0149461981	0.95484466	-7.0315962649
 MT1DP 	 metallothionein 1D, pseudogene 	-0.1975234961	0.4889262051	-6.3603941415
 MT1E 	 metallothionein 1E 	-0.2321353751	0.383989999	-6.013191704
 MT1F 	 metallothionein 1F 	-0.1155421843	0.6972967307	-6.7915378895
 MT1G 	 metallothionein 1G 	-0.179801623	0.5832589903	-6.5877156066
 MT1H 	 metallothionein 1H 	-0.4621257833	0.4641556163	-6.2859116264
 MT1HL1 	 metallothionein 1H-like 1 	-0.2665365315	0.5055363012	-6.4060345622
 MT1IP 	 metallothionein 1I, pseudogene 	-0.2778734365	0.4270367793	-6.1674274946
 MT1JP 	 metallothionein 1J, pseudogene 	-0.1338642031	0.707272938	-6.8063399813
 MT1L 	 metallothionein 1L (gene	-0.0008098002	0.9971785735	-7.0381919205
 MT1M 	 metallothionein 1M 	0.216436636	0.268457647	-5.4495829558
 MT1P1 	 metallothionein 1 pseudogene 1 	0.1233001388	0.6400813656	-6.6978517192
 MT1P3 	 metallothionein 1 pseudogene 3 	-0.0501488811	0.8729926888	-6.9892623765
 MT1X 	 metallothionein 1X 	-0.0583914874	0.9015631519	-7.0076815675
 MT2A 	 metallothionein 2A 	0.217733843	0.3116788823	-5.6926323331
 MT2P1 	 metallothionein 2 pseudogene 1 	0.1279029249	0.5503989526	-6.5143664763
 MT2P1 	 metallothionein 2 pseudogene 1 	0.0823199034	0.7502772784	-6.864363539
 MT3 	 metallothionein 3 	-0.1208284477	0.4280452437	-6.17120951
 MT4 	 metallothionein 4 	-0.107549539	0.6189325924	-6.6603867023
 MTA1 	 metastasis associated 1 	0.4245450162	0.1759840954	-4.7207603202
 MTA2 	 metastasis associated 1 family, member 2 	0.6373746292	0.0218952398	-0.9048000485
 MTA3 	 metastasis associated 1 family, member 3 	-0.1029406651	0.5310596882	-6.468306263
 MTAP 	 methylthioadenosine phosphorylase 	0.0053882185	0.9787982497	-7.0367366998
 MTBP 	 MDM2 binding protein 	0.4396967453	0.1502982278	-4.4409926263
 MTCH1 	 mitochondrial carrier 1 	0.0017143429	0.9927777072	-7.0380625496
 MTCH2 	 mitochondrial carrier 2 	-0.5170701923	0.0343314185	-1.7685644708
 MTCL1 	 microtubule crosslinking factor 1 	-0.046365699	0.8186698562	-6.9424601596
 MTDH 	 metadherin 	0.1321748931	0.5395985072	-6.4886460479
 MTERF1 	 mitochondrial transcription termination factor 1 	0.0647473312	0.804245217	-6.9272076584
 MTERF2 	 mitochondrial transcription termination factor 2 	-0.5195022634	0.0253706981	-1.1812979918
 MTERF3 	 mitochondrial transcription termination factor 3 	-0.2233345733	0.2909537287	-5.5806676037
 MTERF4 	 mitochondrial transcription termination factor 4 	0.1620703304	0.4376986767	-6.2041701315
 MTF1 	 metal-regulatory transcription factor 1 	0.4185781243	0.0506623109	-2.4972498023
 MTF2 	 metal response element binding transcription factor 2 	0.4357911447	0.0498304433	-2.4678273687
 MTFMT 	 mitochondrial methionyl-tRNA formyltransferase 	0.0624642901	0.7526380089	-6.867738639
 MTFP1 	 mitochondrial fission process 1 	0.0598259098	0.807578486	-6.9309381784
 MTFR1 	 mitochondrial fission regulator 1 	-0.4492374458	0.0974579728	-3.6712744768
 MTFR1L 	 mitochondrial fission regulator 1-like 	-0.267547115	0.2682521962	-5.4482757535
 MTFR2 	 mitochondrial fission regulator 2 	1.1395644069	0.0045608641	1.7758848787
 MTG1 	 mitochondrial ribosome-associated GTPase 1 	0.1122434717	0.5834626553	-6.5880783315
 MTG2 	 mitochondrial ribosome-associated GTPase 2 	0.2918738035	0.1409060361	-4.3273226746
 MTHFD1 	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase 	-0.3742016864	0.164353512	-4.5981204837
 MTHFD1L 	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like 	0.5116243113	0.0246556104	-1.120268141
 MTHFD2 	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase 	1.2834436088	0.0372231813	-1.9193617123
 MTHFD2L 	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like 	-0.0814327691	0.7974015673	-6.9202311636
 MTHFD2P7 	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 7 	1.0380095435	0.0534044041	-2.6059231413
 MTHFR 	 methylenetetrahydrofolate reductase (NAD(P)H) 	0.1325249973	0.3900429843	-6.0391858701
 MTHFS 	 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) 	-0.5323123261	0.0728400143	-3.1562472146
 MTHFSD 	 methenyltetrahydrofolate synthetase domain containing 	-0.0200784849	0.9206366062	-7.0179883437
 MTIF2 	 mitochondrial translational initiation factor 2 	-0.5181246176	0.0621553347	-2.8707298242
 MTIF3 	 mitochondrial translational initiation factor 3 	-0.1652041436	0.3116788823	-5.692622674
 MTL5 	 metallothionein-like 5, testis-specific (tesmin) 	-0.0251988198	0.9103957554	-7.0126274182
 MTM1 	 myotubularin 1 	-0.1643659893	0.4705181832	-6.3050367964
 MTMR1 	 myotubularin related protein 1 	0.4449595108	0.0375787696	-1.948047214
 MTMR10 	 myotubularin related protein 10 	-0.4032154739	0.0990035432	-3.697727575
 MTMR11 	 myotubularin related protein 11 	-0.3009574433	0.4624237698	-6.2805867511
 MTMR12 	 myotubularin related protein 12 	-0.2088585208	0.2230526999	-5.1454432842
 MTMR14 	 myotubularin related protein 14 	0.3108625014	0.1128881407	-3.9278093557
 MTMR2 	 myotubularin related protein 2 	-0.0029432059	0.9913102465	-7.0379628757
 MTMR3 	 myotubularin related protein 3 	-0.3948333822	0.1361905721	-4.2665878766
 MTMR3 	 myotubularin related protein 3 	0.0892923687	0.5474328738	-6.5068119014
 MTMR4 	 myotubularin related protein 4 	0.0547363022	0.7899232067	-6.9121937617
 MTMR6 	 myotubularin related protein 6 	-0.0526538409	0.8085153978	-6.9319065464
 MTMR7 	 myotubularin related protein 7 	-0.4033258827	0.1065428119	-3.828803357
 MTMR8 	 myotubularin related protein 8 	0.2268682468	0.3141413373	-5.7038760509
 MTMR9 	 myotubularin related protein 9 	0.2240130449	0.17244153	-4.6866907344
 MTMR9LP 	 myotubularin related protein 9-like, pseudogene 	-0.0685870358	0.802175969	-6.9252301282
 MTND1P7 	 MT-ND1 pseudogene 7 	-0.8905604465	0.0491877332	-2.4467764568
 MTND1P7 	 MT-ND1 pseudogene 7 	0.0466789003	0.799637092	-6.9226874424
 MTND4P1 	 MT-ND4 pseudogene 1 	0.0717988409	0.6494260787	-6.7151128583
 MTNR1A 	 melatonin receptor 1A 	-1.1802279706	0.0166072658	-0.4090061341
 MTNR1B 	 melatonin receptor 1B 	-0.2493334272	0.3177016534	-5.7217923313
 MTO1 	 mitochondrial tRNA translation optimization 1 	-0.0066572732	0.9682936648	-7.0350012478
 MTOR 	 mechanistic target of rapamycin (serine	0.0409213718	0.7978723943	-6.9207195425
 MTR 	 5-methyltetrahydrofolate-homocysteine methyltransferase 	-0.1437817837	0.3424522292	-5.8379342049
 MTRF1 	 mitochondrial translational release factor 1 	-0.2666523168	0.2397868111	-5.2651747541
 MTRF1L 	 mitochondrial translational release factor 1-like 	-0.4163711568	0.0793896907	-3.3116856646
 MTRF1L 	 mitochondrial translational release factor 1-like 	-0.2835539365	0.2059804175	-5.0086006585
 MTRR 	 5-methyltetrahydrofolate-homocysteine methyltransferase reductase 	-0.0487348433	0.8034598368	-6.9263433631
 MTSS1 	 metastasis suppressor 1 	-0.0756068073	0.8169391706	-6.9408476471
 MTSS1L 	 metastasis suppressor 1-like 	-0.2305864355	0.5859867766	-6.5937481607
 MTTP 	 microsomal triglyceride transfer protein 	-1.2539768098	0.0942213094	-3.614002634
 MTURN 	 maturin, neural progenitor differentiation regulator homolog (Xenopus) 	-1.1419266686	0.0068704165	1.0573799732
 MTUS1 	 microtubule associated tumor suppressor 1 	-0.6165257967	0.00940033	0.5524014778
 MTUS2 	 microtubule associated tumor suppressor candidate 2 	-0.2769660888	0.2346797675	-5.2259151396
 MTUS2-AS1 	 MTUS2 antisense RNA 1 	-0.0578566999	0.7735400351	-6.8934601599
 MTX1 	 metaxin 1 	-0.005373354	0.9792533633	-7.0368098699
 MTX2 	 metaxin 2 	-0.4040108785	0.1015782297	-3.7363094056
 MTX3 	 metaxin 3 	-0.2856422348	0.1933760872	-4.8940931649
 MUC1 	 mucin 1, cell surface associated 	-0.0432932515	0.9094306597	-7.012123528
 MUC12 	 mucin 12, cell surface associated 	-0.2820086903	0.3255520365	-5.7596179696
 MUC12 	 mucin 12, cell surface associated 	-0.0963214205	0.6529071209	-6.7212265579
 MUC12 	 mucin 12, cell surface associated 	-0.0314103158	0.8515712305	-6.9729393812
 MUC13 	 mucin 13, cell surface associated 	0.7008350169	0.4840838717	-6.3464211598
 MUC15 	 mucin 15, cell surface associated 	-2.7313297161	0.0026814591	2.7979768753
 MUC16 	 mucin 16, cell surface associated 	-0.0162225085	0.9426112163	-7.0272806096
 MUC17 	 mucin 17, cell surface associated 	-0.098050487	0.5638664436	-6.5453572627
 MUC19 	 mucin 19, oligomeric 	-0.1797709648	0.4283918747	-6.17266245
 MUC2 	 mucin 2, oligomeric mucus	-0.2445930153	0.2049386176	-4.9982244224
 MUC20 	 mucin 20, cell surface associated 	-0.451854524	0.2051958991	-5.0008880347
 MUC21 	 mucin 21, cell surface associated 	-0.4026971464	0.063566221	-2.9079445622
 MUC21 	 mucin 21, cell surface associated 	-0.3568384171	0.081504498	-3.3615164697
 MUC21 	 mucin 21, cell surface associated 	-0.3466454584	0.0887708067	-3.5014610597
 MUC3A 	 mucin 3A, cell surface associated 	0.2783099194	0.2703279892	-5.461534607
 MUC4 	 mucin 4, cell surface associated 	-0.1997810658	0.2292325252	-5.1897184509
 MUC5B 	 mucin 5B, oligomeric mucus	-0.2687828297	0.2514096968	-5.3405812434
 MUC6 	 mucin 6, oligomeric mucus	-0.3344478595	0.1334263195	-4.2290024061
 MUC7 	 mucin 7, secreted 	-0.0641308519	0.8086361709	-6.9319955219
 MUCL1 	 mucin-like 1 	-0.0384885356	0.8259529682	-6.9498915923
 MUL1 	 mitochondrial E3 ubiquitin protein ligase 1 	-0.1276177927	0.5487509257	-6.5099852912
 MUM1 	 melanoma associated antigen (mutated) 1 	0.0057274033	0.9814025444	-7.0370765629
 MUM1L1 	 melanoma associated antigen (mutated) 1-like 1 	-0.5895409716	0.3348890389	-5.8042533566
 MURC 	 muscle-related coiled-coil protein 	-0.2728221667	0.3035798928	-5.6484890985
 MUS81 	 MUS81 structure-specific endonuclease subunit 	0.3392980356	0.100094045	-3.7153271454
 MUSK 	 muscle, skeletal, receptor tyrosine kinase 	0.1646799843	0.404128803	-6.0891585007
 MUSTN1 	 musculoskeletal, embryonic nuclear protein 1 	-0.1613012336	0.7115897608	-6.8135642301
 MUT 	 methylmalonyl CoA mutase 	-1.0964907661	0.0042181273	1.9328241475
 MUTYH 	 mutY homolog 	0.0111941174	0.9498947661	-7.0301232164
 MVB12A 	 multivesicular body subunit 12A 	0.0385621023	0.8771957292	-6.9920816091
 MVB12B 	 multivesicular body subunit 12B 	0.3332036934	0.1079380888	-3.8524915674
 MVD 	 mevalonate (diphospho) decarboxylase 	0.4014192498	0.1547665884	-4.4943075181
 MVK 	 mevalonate kinase 	0.0190120111	0.9604476281	-7.0331220549
 MVP 	 major vault protein 	0.1089108106	0.6239114267	-6.6687339196
 MX1 	 myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) 	2.0062357372	0.0049681984	1.6266538812
 MX2 	 myxovirus (influenza virus) resistance 2 (mouse) 	2.3003319533	0.0034927356	2.2657635109
 MXD1 	 MAX dimerization protein 1 	0.2540850799	0.1912611675	-4.8760166191
 MXD3 	 MAX dimerization protein 3 	0.0206556649	0.9234847458	-7.0191472288
 MXD4 	 MAX dimerization protein 4 	0.0221215615	0.9306138432	-7.0223349896
 MXI1 	 MAX interactor 1, dimerization protein 	-0.4890757238	0.043203617	-2.217432117
 MXRA5 	 matrix-remodelling associated 5 	-0.3363027238	0.1041819303	-3.7874511977
 MXRA5P1 	 matrix-remodelling associated 5 pseudogene 1 	-0.1275687722	0.5445319154	-6.4998947064
 MXRA7 	 matrix-remodelling associated 7 	-0.0984608723	0.7314869143	-6.840959198
 MXRA8 	 matrix-remodelling associated 8 	-0.1361116795	0.6075086463	-6.6371755472
 MYADM 	 myeloid-associated differentiation marker 	0.412999593	0.198417837	-4.9378757568
 MYADML 	 myeloid-associated differentiation marker-like (pseudogene) 	-0.0505031028	0.7850299526	-6.9069812087
 MYADML2 	 myeloid-associated differentiation marker-like 2 	-0.1342360836	0.5410356824	-6.4922585773
 MYB 	 v-myb avian myeloblastosis viral oncogene homolog 	1.2171312247	0.0514718274	-2.5301522282
 MYBBP1A 	 MYB binding protein (P160) 1a 	0.3843462917	0.0519795298	-2.5519540639
 MYBL1 	 v-myb avian myeloblastosis viral oncogene homolog-like 1 	1.7966619732	0.0044220058	1.8264727353
 MYBL2 	 v-myb avian myeloblastosis viral oncogene homolog-like 2 	2.2579071965	0.0026814591	2.7950817853
 MYBPC1 	 myosin binding protein C, slow type 	-1.6670481315	0.4845484715	-6.3479869311
 MYBPC2 	 myosin binding protein C, fast type 	-0.2374471072	0.7728805336	-6.8925459129
 MYBPC3 	 myosin binding protein C, cardiac 	-0.2203462596	0.3048750425	-5.6549577288
 MYBPH 	 myosin binding protein H 	-0.3480660842	0.1735453496	-4.6970099254
 MYBPHL 	 myosin binding protein H-like 	-0.050057717	0.781724173	-6.9029817482
 MYC 	 v-myc avian myelocytomatosis viral oncogene homolog 	1.2527474111	0.0027363085	2.7564635888
 MYCBP 	 MYC binding protein 	0.1337537	0.5944179613	-6.6109609435
 MYCBP2 	 MYC binding protein 2, E3 ubiquitin protein ligase 	0.3598804651	0.1906835733	-4.8709904402
 MYCBPAP 	 MYCBP associated protein 	-0.1083488104	0.5706977924	-6.5601865636
 MYCL 	 v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog 	0.2191736804	0.2146868545	-5.0789714284
 MYCLP1 	 MYCL pseudogene 1 	-0.2270370853	0.1847418758	-4.8076492149
 MYCN 	 v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog 	-0.6473490213	0.048265586	-2.4077412528
 MYCNOS 	 MYCN opposite strand 	-0.4456681984	0.0434212342	-2.2281997823
 MYCT1 	 myc target 1 	-0.4491496518	0.0319745327	-1.6317724772
 MYD88 	 myeloid differentiation primary response 88 	0.9136743866	0.0030344846	2.5557926077
 MYEF2 	 myelin expression factor 2 	-0.6363072327	0.044688155	-2.2804946832
 MYEOV 	 myeloma overexpressed 	-0.1141944302	0.6530925335	-6.7215795646
 MYEOV2 	 myeloma overexpressed 2 	-0.1799290957	0.2625416619	-5.4114462559
 MYF5 	 myogenic factor 5 	-0.2333592761	0.35946185	-5.9131471253
 MYF6 	 myogenic factor 6 (herculin) 	-0.3338548187	0.5990024204	-6.6201012054
 MYH1 	 myosin, heavy chain 1, skeletal muscle, adult 	-0.4302449326	0.4209787877	-6.1472783296
 MYH10 	 myosin, heavy chain 10, non-muscle 	-0.3341228672	0.1143201087	-3.9524224879
 MYH11 	 myosin, heavy chain 11, smooth muscle 	-1.7314194477	0.0789279782	-3.2990874693
 MYH13 	 myosin, heavy chain 13, skeletal muscle 	-0.1362482254	0.5775030352	-6.5749247136
 MYH14 	 myosin, heavy chain 14, non-muscle 	-0.2360050795	0.2831625374	-5.5372948353
 MYH15 	 myosin, heavy chain 15 	-0.1289735137	0.5022943876	-6.3969185643
 MYH16 	 myosin, heavy chain 16 pseudogene 	-0.0084851306	0.9672468682	-7.0346877636
 MYH2 	 myosin, heavy chain 2, skeletal muscle, adult 	-1.4610034098	0.4186048804	-6.140175772
 MYH3 	 myosin, heavy chain 3, skeletal muscle, embryonic 	-0.3854892997	0.3365108227	-5.811502568
 MYH4 	 myosin, heavy chain 4, skeletal muscle 	-0.1705032485	0.4514810062	-6.24814057
 MYH6 	 myosin, heavy chain 6, cardiac muscle, alpha 	-0.1572203915	0.4080220942	-6.1029104066
 MYH7 	 myosin, heavy chain 7, cardiac muscle, beta 	-0.766866702	0.5077320713	-6.4115644899
 MYH7B 	 myosin, heavy chain 7B, cardiac muscle, beta 	-0.140859859	0.3709744449	-5.9601795551
 MYH8 	 myosin, heavy chain 8, skeletal muscle, perinatal 	-0.4120478089	0.1586206	-4.5386658072
 MYH9 	 myosin, heavy chain 9, non-muscle 	0.4660836742	0.0420474197	-2.1703156994
 MYL1 	 myosin, light chain 1, alkali; skeletal, fast 	-1.6815825015	0.5305026152	-6.4669135104
 MYL10 	 myosin, light chain 10, regulatory 	-0.0651423785	0.7476196942	-6.8610299694
 MYL12A 	 myosin, light chain 12A, regulatory, non-sarcomeric 	0.2188673462	0.3081162209	-5.6734464729
 MYL12B 	 myosin, light chain 12B, regulatory 	0.1005124978	0.5374411063	-6.4834753483
 MYL2 	 myosin, light chain 2, regulatory, cardiac, slow 	-1.2288962384	0.6144830694	-6.6505165258
 MYL3 	 myosin, light chain 3, alkali; ventricular, skeletal, slow 	-0.307072598	0.2894767912	-5.5705959914
 MYL4 	 myosin, light chain 4, alkali; atrial, embryonic 	-0.4163569926	0.1250572725	-4.1115459053
 MYL5 	 myosin, light chain 5, regulatory 	-0.1508573998	0.3673371112	-5.9451774157
 MYL6 	 myosin, light chain 6, alkali, smooth muscle and non-muscle 	0.0439024035	0.8464696011	-6.9682848032
 MYL6B 	 myosin, light chain 6B, alkali, smooth muscle and non-muscle 	-0.1117773014	0.5704062215	-6.5594963155
 MYL7 	 myosin, light chain 7, regulatory 	-0.2164890797	0.268457647	-5.4495729096
 MYL8P 	 myosin, light chain 8, pseudogene 	0.0081725413	0.9750445393	-7.0362490791
 MYL9 	 myosin, light chain 9, regulatory 	-0.328403381	0.6133813014	-6.6484002571
 MYLIP 	 myosin regulatory light chain interacting protein 	-0.0731207034	0.7938717741	-6.9164557787
 MYLK 	 myosin light chain kinase 	-0.4962861237	0.4783247539	-6.3296429063
 MYLK2 	 myosin light chain kinase 2 	-0.3053408566	0.3231134919	-5.7487486582
 MYLK3 	 myosin light chain kinase 3 	0.0008207696	0.9971785735	-7.0381915896
 MYLK4 	 myosin light chain kinase family, member 4 	-0.4583085656	0.4883066916	-6.3588798892
 MYLPF 	 myosin light chain, phosphorylatable, fast skeletal muscle 	-1.0152462603	0.2251610785	-5.1633028392
 MYNN 	 myoneurin 	-0.2347124625	0.1734565358	-4.6958700911
 MYO10 	 myosin X 	-0.3074482738	0.3174689836	-5.7202685045
 MYO15A 	 myosin XVA 	-0.1081636252	0.5048834625	-6.4041834992
 MYO15B 	 myosin XVB pseudogene 	0.4367452246	0.1162088832	-3.9827690549
 MYO15B 	 myosin XVB pseudogene 	-0.1635345339	0.3630419049	-5.9271480365
 MYO15B 	 myosin XVB pseudogene 	-0.1229892196	0.5835125723	-6.5884448167
 MYO16 	 myosin XVI 	-0.0971765999	0.6051574163	-6.631843595
 MYO18B 	 myosin XVIIIB 	-0.266166618	0.1954653035	-4.91339126
 MYO19 	 myosin XIX 	0.5773266363	0.0211572425	-0.8398633836
 MYO1A 	 myosin IA 	-0.1161771086	0.5288541811	-6.4625121674
 MYO1B 	 myosin IB 	-0.2087601738	0.4331327563	-6.1901536686
 MYO1C 	 myosin IC 	0.1238920651	0.5914949055	-6.6051431865
 MYO1D 	 myosin ID 	0.1690428625	0.3905710579	-6.0413335506
 MYO1E 	 myosin IE 	0.3039540014	0.1594410568	-4.5479024536
 MYO1F 	 myosin IF 	1.4195184038	0.0036981299	2.1566818055
 MYO1G 	 myosin IG 	1.8055262913	0.001143136	4.2301064257
 MYO1H 	 myosin IH 	0.1779147017	0.257451993	-5.3793443675
 MYO3A 	 myosin IIIA 	0.3201113273	0.3005608706	-5.6307439325
 MYO3B 	 myosin IIIB 	-0.7726943305	0.0472562882	-2.3716249411
 MYO5A 	 myosin VA (heavy chain 12, myoxin) 	0.2963387845	0.1761509024	-4.7233994996
 MYO5B 	 myosin VB 	-0.07261514	0.7635926427	-6.8814833936
 MYO5C 	 myosin VC 	-0.1858591719	0.4652044902	-6.2888348523
 MYO6 	 myosin VI 	-0.715834468	0.0413537235	-2.1364703433
 MYO7A 	 myosin VIIA 	-0.4609976355	0.186660889	-4.8288101032
 MYO7B 	 myosin VIIB 	-0.5299247462	0.1064015853	-3.8264992017
 MYO9A 	 myosin IXA 	-0.6992852219	0.0418286164	-2.1592443699
 MYO9B 	 myosin IXB 	0.9809825535	0.0017736991	3.4551422468
 MYOC 	 myocilin, trabecular meshwork inducible glucocorticoid response 	-0.6492394332	0.3373939488	-5.815661706
 MYOCD 	 myocardin 	-0.4258770172	0.3085256144	-5.6772542809
 MYOD1 	 myogenic differentiation 1 	-0.2734962708	0.2055471887	-5.0044872514
 MYOF 	 myoferlin 	0.3075180585	0.3008378595	-5.6321502162
 MYOG 	 myogenin (myogenic factor 4) 	-0.227300418	0.2173621861	-5.1007307095
 MYOM1 	 myomesin 1 	-0.6240130291	0.141200141	-4.3301479739
